"Seed_Point_ID","FID","EA_ID","Group","Ph","SSC","Ca","Mg","NH4","NO3","NO2","TON","PO4","Zn","area","count","average_elevation","average_rainfall","average_slope","average_aspect","Arable","Heath","Grassland","Urban","Wetland","Permeable","Impermeable","Gleyed","Peats","Sands_and_Muds","Limestone","Coal","Arable_percent","Heath_percent","Grassland_percent","Urban_percent","Wetland_percent","Permeable_percent","Impermeable_percent","Gleyed_percent","Peats_percent","Sands_and_Muds_percent","Limestone_percent","Coal_percent"
22,64,1940514,"Testing",7.39,15.52,12.79,5.34,0.04,1.31,0.01,1.32,0.04,8.63,28.7485705213842,11517,373.501193374564,1311.2672570982,8.95890359338576,174.408378045633,25,3413,5129,82,334,4433,0,246,6838,5298,1802,2946,0.217070417643484,29.6344534166884,44.5341668837371,0.711990969870626,2.90006077971694,38.4909264565425,0,2.13597290961188,59.3731006338456,46.001562907007,15.6464357037423,25.5795780151081
23,27,1940495,"Training",6.75,6.44,5.23,2.71,0.07,0.7,0.01,0.7,0.03,25.13,68.0060827719388,27244,416.969743076426,1076.73682278667,9.01768686872603,195.951647033673,73,7859,7287,184,8759,7253,0,732,19259,27244,0,0,0.267948906181178,28.8467185435325,26.7471736896197,0.675378064895023,32.1501982087799,26.6223755689326,0,2.68683012773455,70.6907943033329,100,0,0
24,39,1940501,"Testing",7.23,28.42,11.17,3.79,0.06,0.97,0.02,0.99,0.07,10.35,7.79558789079333,3123,346.833284776867,1173.72238232469,8.90046102416293,229.310804418371,12,757,696,188,1171,985,0,63,2075,3123,0,0,0.384245917387128,24.2395132885046,22.2862632084534,6.01985270573167,37.4959974383606,31.5401857188601,0,2.01729106628242,66.4425232148575,100,0,0
25,37,1942440,"Training",6.6,8.63,6.11,3.63,0.03,0.67,0.01,0.66,0.03,7.5,10.7061403982103,4289,419.761041695934,1220.75029144323,11.7556138364348,224.782926520373,0,192,367,19,3380,1892,0,0,2397,4289,0,0,0,4.4765679645605,8.55677314059221,0.4429937048263,78.8062485427839,44.11284681744,0,0,55.88715318256,100,0,0
26,35,1940605,"Training",7.9,19.52,56.46,11.65,0.14,1.74,0.04,1.78,0.11,13.14,10.5214226576023,4215,157.596118460912,864.218505338078,3.94403255151236,225.666859049792,99,12,1641,1850,0,317,0,3659,239,1698,0,2517,2.34875444839858,0.284697508896797,38.932384341637,43.8908659549229,0,7.52075919335706,0,86.8090154211151,5.67022538552788,40.2846975088968,0,59.7153024911032
27,33,1940594,"Training",7.31,10.22,20.48,5.26,0.08,0.86,0.01,0.87,0.03,17.63,6.49257896380174,2601,298.37405388468,983.920415224914,9.43287580775252,211.94413628524,31,1004,579,166,422,2147,0,6,448,2527,0,74,1.1918492887351,38.6005382545175,22.2606689734717,6.38216070742022,16.2245290272972,82.5451749327182,0,0.230680507497116,17.2241445597847,97.1549404075356,0,2.84505959246444
28,31,1940589,"Training",7.24,9,10.02,3.82,0.04,0.97,0.01,0.98,0.04,23.09,6.45014380717611,2584,334.343274786745,987.578947368421,9.1363571581226,239.085718822758,3,1298,312,274,308,514,0,0,2070,2584,0,0,0.11609907120743,50.2321981424149,12.0743034055728,10.6037151702786,11.9195046439628,19.8916408668731,0,0,80.1083591331269,100,0,0
29,25,1940581,"Training",7.03,6.27,13.97,3.36,0.06,0.65,0.01,0.65,0.1,11.65,27.3706760238683,10965,420.953877385631,1128.03374373005,8.59521195233398,208.071441307635,6,2627,2445,233,3773,1766,0,201,8998,10965,0,0,0.0547195622435021,23.9580483356133,22.2982216142271,2.124943000456,34.4094847241222,16.1057911536708,0,1.83310533515732,82.0611035111719,100,0,0
30,19,1940569,"Testing",7.4,9.4,13.78,4.38,0.05,0.98,0.01,0.99,0.07,10.07,19.1607213095558,7676,324.391231479217,964.670270974466,7.84647475995464,196.583537858441,72,157,4737,280,1513,2370,0,82,5224,7576,0,100,0.937988535695675,2.04533611255862,61.7118290776446,3.64773319437207,19.7107868681605,30.8754559666493,0,1.06826472120896,68.0562793121417,98.6972381448671,0,1.30276185513288
31,23,1940843,"Training",7.86,31.46,63.07,16.96,0.72,3.89,0.14,4.07,1.07,20.86,49.1623770442424,19695,158.892093958858,791.519167301346,3.55244193448381,217.40738607564,513,80,5136,9394,0,3504,0,14563,1628,7423,0,12272,2.6047220106626,0.406194465600406,26.0776846915461,47.6973851231277,0,17.7913175932978,0,73.9426250317339,8.26605737496827,37.6897689768977,0,62.3102310231023
32,29,1940821,"Training",7.81,32.68,112.29,19.73,2.62,2.72,0.21,2.93,0.32,39.2,10.8159725683042,4333,100.293504132593,732.693745672744,1.01421973706856,228.122668361158,30,0,388,3169,0,0,0,4333,0,3604,0,729,0.692360950842372,0,8.95453496422802,73.1363951073159,0,0,0,100,0,83.1756288945303,0,16.8243711054697
33,22,1940820,"Testing",7.6,25.01,52.21,9.86,1.91,6.8,0.29,7.05,1.71,59.17,59.9908305409622,24033,120.52522037725,792.042774518371,2.65532544301842,204.988478706782,750,8,5669,12886,0,7638,0,16395,0,7740,0,16293,3.1207090250905,0.0332875629342987,23.5883992843174,53.6179419964216,0,31.7813007115217,0,68.2186992884783,0,32.205717138934,0,67.794282861066
34,20,1940779,"Training",7.86,12.23,61.43,9.51,0.12,1.55,0.04,1.6,0.09,17.6,5.47413520477454,2193,135.594401570471,959.888280893753,3.16622077083836,200.545466821269,93,0,1131,762,0,362,0,1831,0,493,0,1700,4.24076607387141,0,51.5731874145007,34.7469220246238,0,16.5070679434565,0,83.4929320565436,0,22.4806201550388,0,77.5193798449613
35,21,1940773,"Testing",7.7,9.69,43.41,6.23,0.2,1.53,0.04,1.56,0.12,14.63,27.3057751960908,10939,140.800718114825,949.908126885456,2.79222106754771,176.992852982467,741,41,4947,4549,19,513,0,10416,10,0,0,10939,6.77392814699698,0.374805740926959,45.2235122040406,41.5851540360179,0.173690465307615,4.6896425633056,0,95.218941402322,0.0914160343724289,0,0,100
36,7,1940759,"Training",7.62,7.02,22.93,4.5,0.05,1.31,0.02,1.33,0.05,7.38,37.2905179316608,14939,252.907499669187,1073.29901599839,5.64860478066301,175.473637208549,120,607,8545,891,991,2051,0,2271,10217,5766,0,9173,0.803266617578151,4.06319030724948,57.1992770600442,5.96425463551777,6.63364348349957,13.7291652721066,0,15.2018207376665,68.3914585982997,38.5969609746302,0,61.4030390253698
37,12,1940751,"Testing",7.66,11.76,24.73,3.89,0.08,1.02,0.02,1.03,0.1,10.7,31.951176753813,12800,257.753586030602,1148.17046875,5.76969355277749,143.044877171134,186,500,5941,1704,1814,1065,0,858,10877,5010,0,7790,1.453125,3.90625,46.4140625,13.3125,14.171875,8.3203125,0,6.703125,84.9765625,39.140625,0,60.859375
38,18,1940754,"Training",7.78,14.6,34.34,6.62,0.08,1.22,0.02,1.24,0.07,6.95,13.6990670331973,5488,245.089234524496,1097.67638483965,5.07866349662733,139.712841623205,183,44,2784,1124,755,262,0,3985,1241,213,0,5275,3.33454810495627,0.801749271137026,50.7288629737609,20.4810495626822,13.7572886297376,4.77405247813411,0,72.6129737609329,22.6129737609329,3.88119533527697,0,96.118804664723
39,17,1940689,"Training",7.57,12.45,37.41,7.69,0.08,1.87,0.03,1.9,0.06,15.7,4.70531001413536,1885,199.697140927909,969.990450928382,4.8699294455883,224.702109976133,174,30,1285,234,0,1600,0,7,278,33,0,1852,9.23076923076923,1.59151193633952,68.1697612732095,12.4137931034483,0,84.8806366047745,0,0.371352785145889,14.7480106100796,1.75066312997347,0,98.2493368700265
40,13,1940685,"Training",7.7,15.6,27.62,5.24,0.11,1.1,0.02,1.11,0.06,10.87,5.12217302334632,2052,274.072877657111,1095.43274853801,7.76089968504003,166.94920810373,7,123,1184,243,88,433,0,1050,569,1364,0,688,0.341130604288499,5.99415204678363,57.6998050682261,11.8421052631579,4.28849902534113,21.1013645224172,0,51.1695906432749,27.729044834308,66.4717348927875,0,33.5282651072125
41,9,1940680,"Testing",7.53,15.27,14.48,4.66,0.1,0.92,0.02,0.93,0.06,13.05,7.00928940036761,2808,326.494306471952,1047.83974358974,8.18501200439393,240.657466205484,10,327,1982,176,52,1223,0,263,1322,2799,0,9,0.356125356125356,11.6452991452991,70.5840455840456,6.26780626780627,1.85185185185185,43.5541310541311,0,9.36609686609687,47.0797720797721,99.6794871794872,0,0.32051282051282
42,8,1940675,"Training",7.42,8.82,11.2,2.64,0.07,1.21,0.01,1.22,0.05,9.51,3.42227057261546,1371,307.383079033538,1072.91976659373,8.52972368331915,144.024928306159,2,2,1110,16,111,684,0,477,210,1371,0,0,0.145878920495988,0.145878920495988,80.9628008752735,1.16703136396791,8.09628008752735,49.890590809628,0,34.7921225382932,15.3172866520788,100,0,0
43,6,1940674,"Testing",7.33,7.17,7.97,2.6,0.06,0.81,0.01,0.8,0.04,7.39,3.42975912966701,1374,310.238719323837,1008.48617176128,8.78721145913005,133.505544738939,16,49,1230,6,18,743,0,475,156,1374,0,0,1.16448326055313,3.56622998544396,89.5196506550218,0.436681222707424,1.31004366812227,54.075691411936,0,34.570596797671,11.353711790393,100,0,0
44,4,1940672,"Training",7.58,12.3,28.39,4.84,0.09,1.47,0.02,1.5,0.08,16.42,6.40521246486573,2566,269.504891268462,892.933749025721,6.46189596341104,194.653479189494,90,61,1544,669,0,2328,0,35,203,2566,0,0,3.50740452065472,2.37724084177708,60.1714731098987,26.0717069368667,0,90.7248636009353,0,1.36399064692128,7.91114575214341,100,0,0
45,5,1940673,"Training",7.46,5.13,18.19,5.79,0.05,0.7,0.01,0.69,0.03,9.91,4.02634750811687,1613,320.622963401005,912.999380037198,6.70768090197964,147.85373882859,0,90,1008,13,221,371,0,0,1242,1613,0,0,0,5.5796652200868,62.4922504649721,0.805951642901426,13.7011779293242,23.0006199628022,0,0,76.9993800371978,100,0,0
46,1,1940666,"Testing",7.59,14.32,16.1,3.55,0.08,0.68,0.01,0.66,0.05,9.43,8.04520645918277,3223,317.175512287212,776.334470989761,5.96242011573025,213.772143019483,18,41,2779,88,0,145,0,0,3078,408,0,2815,0.558485882717965,1.27210673285759,86.2240148929569,2.73037542662116,0,4.49891405522805,0,0,95.5010859447719,12.6590133416072,0,87.3409866583928
47,2,1940663,"Testing",7.92,12.87,34.87,10.46,0.06,0.9,0.01,0.9,0.04,13.01,13.3970285654454,5367,321.884832943354,918.942798583939,5.29796032147657,201.321690934904,28,73,4727,223,21,2046,0,21,3300,1484,0,3883,0.521706726290293,1.36016396497112,88.0752748276504,4.15502142724054,0.391280044717719,38.1218557853549,0,0.391280044717719,61.4868641699273,27.6504564933855,0,72.3495435066145
48,3,1942528,"Training",7.01,16.75,35.46,9.57,0.29,0.94,0.01,0.94,0.04,42.26,4.80515744149099,1925,374.560734736455,971.033246753247,5.85256503479434,195.832631600925,16,108,1333,0,221,336,0,357,1232,15,0,1910,0.831168831168831,5.61038961038961,69.2467532467532,0,11.4805194805195,17.4545454545455,0,18.5454545454545,64,0.779220779220779,0,99.2207792207792
49,15,1940732,"Training",7.45,9.74,22.99,4.28,0.08,2.13,0.01,2.15,0.08,11.3,2.94549910699099,1180,249.314842702575,1037.45084745763,5.04606818222359,138.604981734597,10,16,991,36,0,53,0,0,1127,3,0,1177,0.847457627118644,1.35593220338983,83.9830508474576,3.05084745762712,0,4.49152542372881,0,0,95.5084745762712,0.254237288135593,0,99.7457627118644
50,10,1940711,"Training",7.55,10.35,34.93,7.88,0.07,1.26,0.02,1.27,0.07,25.18,5.81611264346801,2330,287.416012645279,994.930472103004,7.23901198519192,184.046844328473,7,122,1794,198,0,734,0,964,632,294,0,2036,0.300429184549356,5.23605150214592,76.9957081545064,8.49785407725322,0,31.5021459227468,0,41.3733905579399,27.1244635193133,12.618025751073,0,87.381974248927
51,16,1940704,"Training",6.86,8.99,19.05,7.06,0.06,0.58,0.01,0.55,0.03,25.63,3.39481253009216,1360,237.011497688293,795.246323529412,7.77087695384398,247.046679455393,10,70,1138,49,0,1289,0,71,0,1360,0,0,0.735294117647059,5.14705882352941,83.6764705882353,3.60294117647059,0,94.7794117647059,0,5.22058823529412,0,100,0,0
52,14,1940700,"Training",7.02,5.87,7.19,3.35,0.05,0.62,0.01,0.61,0.03,15.86,7.27638126854443,2915,329.022494941306,838.631560891938,7.85226287068815,241.512619681526,11,664,1392,71,484,1257,0,0,1658,2915,0,0,0.377358490566038,22.778730703259,47.7530017152659,2.43567753001715,16.6037735849057,43.1217838765009,0,0,56.8782161234992,100,0,0
53,11,1940739,"Training",7.4,7.25,4.18,2.49,0.08,0.58,0.01,0.55,0.04,29.33,3.04285034866356,1219,300.417170048151,849.547990155865,7.43238902878512,213.818253166051,3,314,445,125,319,388,0,0,831,1178,0,41,0.246103363412633,25.7588187038556,36.5053322395406,10.2543068088597,26.16899097621,31.8293683347006,0,0,68.1706316652994,96.636587366694,0,3.36341263330599
54,50,1940892,"Training",7.98,14.2,52.71,12.92,0.06,1.41,0.02,1.42,0.16,14.02,1.14075685753851,457,48.3601755313331,618.181619256017,0.907447671049012,245.771753115438,2,0,262,159,0,0,0,457,0,457,0,0,0.437636761487965,0,57.3304157549234,34.7921225382932,0,0,0,100,0,100,0,0
55,49,1940895,"Training",7.87,13.83,116.4,15.25,0.21,2.01,0.06,2.06,0.42,36.71,3.96893523738969,1590,57.7457258956237,627,0.654238481321753,197.483922347347,55,2,272,1073,0,0,0,1394,196,1590,0,0,3.45911949685535,0.125786163522013,17.1069182389937,67.4842767295597,0,0,0,87.6729559748428,12.3270440251572,100,0,0
56,52,1940948,"Testing",7.52,20.74,69.37,15.69,0.79,7.93,0.16,8.09,0.69,15.07,5.62390634580658,2253,56.0462925695495,597.804260985353,1.47956143766737,95.1775161424152,411,0,1096,347,0,551,0,1702,0,2253,0,0,18.2423435419441,0,48.6462494451842,15.4016866400355,0,24.4562805148691,0,75.5437194851309,0,100,0,0
57,59,1940918,"Training",7.73,29.97,59.61,15.8,0.25,3.19,0.06,3.26,0.3,8.87,8.48453513954799,3399,111.183252090495,797.104442483083,1.82382196276496,246.607259598413,156,0,2379,301,0,229,0,2817,353,1516,0,1883,4.58958517210944,0,69.991173874669,8.85554574874963,0,6.7372756693145,0,82.8773168578994,10.3854074727861,44.6013533392174,0,55.3986466607826
58,66,1940908,"Testing",7.7,17.22,33.46,5.38,0.08,2.64,0.03,2.68,0.09,21.4,52.8467471136644,21171,209.244567378107,975.315289783194,5.25529089816732,197.008240237542,534,824,11358,5146,135,6957,738,11597,1879,20424,0,747,2.52231826555193,3.89211657455954,53.6488592886496,24.3068348212177,0.637664730055264,32.860989088848,3.48590052430211,54.7777620329696,8.87534835388031,96.4715884936942,0,3.5284115063058
59,65,1940913,"Training",7.71,6.88,22.2,6.88,0.09,2.39,0.02,2.42,0.18,9.7,13.0250968985437,5218,323.026400231639,1189.78842468379,9.25509008633224,213.647863203246,8,537,4046,148,0,4964,74,0,180,5179,0,39,0.153315446531238,10.2912993484094,77.5392870831736,2.8363357608279,0,95.1322345726332,1.41816788041395,0,3.44959754695286,99.2525871981602,0,0.747412801839785
60,63,1940916,"Testing",7.53,10.66,31.76,9.7,0.13,3.64,0.03,3.67,0.07,11.57,3.49216377176434,1399,296.258547801303,1004.16082916369,7.88582898515561,226.285053692348,0,32,1190,96,0,1199,0,0,200,1399,0,0,0,2.28734810578985,85.06075768406,6.86204431736955,0,85.7040743388134,0,0,14.2959256611866,100,0,0
61,61,1940942,"Training",7.57,10.53,41.83,6.64,0.16,1,0.02,1.01,0.11,12.46,3.56704934228095,1429,59.3164117331268,602.948215535339,0.885662936479424,220.929460979182,210,5,632,237,0,123,0,443,863,1429,0,0,14.6955913226032,0.349895031490553,44.2267319804059,16.5850244926522,0,8.6074177746676,0,31.000699790063,60.3918824352694,100,0,0
62,58,1940936,"Training",7.95,31.85,67.59,16.21,0.15,4.36,0.06,4.43,0.66,12.01,43.7032189535716,17508,69.9531035199949,649.853609778387,1.29645693840232,193.200274420174,3088,20,8271,2694,0,950,1870,7783,6905,17508,0,0,17.6376513593786,0.114233493260224,47.2412611377656,15.3872515421522,0,5.42609092986064,10.6808316198309,44.4539639022161,39.4391135480923,100,0,0
63,60,1940940,"Training",8.01,36.81,89.43,18.7,0.28,3.64,0.06,3.71,0.29,9.79,8.20496234295259,3287,58.965116130642,629.93094006693,0.741698993950207,226.383963082401,472,14,2083,243,38,0,0,3090,197,3287,0,0,14.3595984180103,0.425920292059629,63.3708548828719,7.39275935503499,1.15606936416185,0,0,94.0066930331609,5.99330696683906,100,0,0
64,56,1940485,"Training",8.18,26.78,34.5,18.68,5.57,0.81,0.07,0.89,0.05,37.12,2.51365898367896,1007,45.0125180493519,528.490566037736,2.26265275319104,204.962621174681,67,0,446,352,0,680,0,327,0,1007,0,0,6.65342601787488,0,44.2899702085402,34.9553128103277,0,67.5273088381331,0,32.4726911618669,0,100,0,0
65,57,1940244,"Training",7.91,23.36,75.23,14.37,0.19,4.12,0.07,4.19,0.23,30.45,13.1499061827397,5268,44.9005095120534,542.408694001519,1.78514686925105,169.596844690654,1592,0,2081,1180,0,1724,0,3544,0,5268,0,0,30.2201974183751,0,39.5026575550494,22.3993925588459,0,32.7258921791951,0,67.2741078208049,0,100,0,0
66,68,1940412,"Training",7.87,13.74,73.96,19.18,0.16,9.15,0.07,9.22,0.66,8.75,3.1876291183294,1277,64.5245313711622,618.696162881754,2.33403579717498,108.298304447531,394,0,784,47,0,1259,0,18,0,1277,0,0,30.8535630383712,0,61.3938919342208,3.68050117462803,0,98.5904463586531,0,1.40955364134691,0,100,0,0
67,55,1940397,"Testing",7.96,16.72,91.08,21.97,0.21,6.22,0.08,6.31,0.2,12.03,66.4734247620291,26630,55.58364332896,597.742057829516,0.738002702539187,170.76308033678,8002,27,10109,4511,157,122,168,22284,4056,26630,0,0,30.0488171235449,0.101389410439354,37.9609463011641,16.9395418700713,0.589560645888096,0.458129928651896,0.630867442733759,83.6800600826136,15.2309425460008,100,0,0
68,69,1940402,"Training",7.68,18.67,73.53,14.03,0.32,10.5,0.13,10.63,0.15,10.81,34.0829193278522,13654,67.1305855358085,662.170353010107,0.852653873470379,223.888979067085,3656,100,7406,1303,0,4592,0,5311,3751,13654,0,0,26.7760363263513,0.732386113959279,54.2405155998242,9.54299106488941,0,33.6311703530101,0,38.8970265123773,27.4718031346126,100,0,0
69,67,1940392,"Training",7.95,15.66,71.37,16.97,0.2,6.28,0.06,6.34,0.13,9.74,67.2122957244582,26926,97.9792908085745,723.727326747382,1.61549755201602,217.38102446711,6476,69,15564,1776,0,13015,286,5828,7797,26926,0,0,24.0511030231003,0.256257892000297,57.8028671172844,6.59585530713808,0,48.3361806432444,1.06217039292877,21.6445071677932,28.9571417960336,100,0,0
70,70,1940312,"Training",7.89,14.46,60.8,18.22,0.08,6.28,0.05,6.34,0.12,6.9,11.2952402196088,4525,57.7376368030527,619.061657458564,2.26034584818897,148.369536135883,824,0,1632,505,0,3097,0,1428,0,4525,0,0,18.2099447513812,0,36.0662983425414,11.1602209944751,0,68.4419889502762,0,31.5580110497238,0,100,0,0
